HGNC	Mouse symbol	EnsembleID	baseMean	WT1	WT2	WT3	WT4	HT1	HT2	HT3	HT4	HM1	HM2	HM3	HM4
SERPINE2	Serpine2	ENSMUSG00000026249	3322.33741679601	3032.67912479692	3363.00516496763	3351.58458857747	3647.67354803258	3275.50105926953	3419.20772595647	3239.92425363424	3195.06349780076	3322.49866984921	3193.65870755994	3397.30246011363	3429.95020099371
SGCE	Sgce	ENSMUSG00000004631	435.902771698818	399.648810407834	427.743103112665	443.04050214491	397.484108664452	398.593561217227	474.95424832897	403.051795628308	449.546801210438	475.82498086389	479.59749725193	444.441132665331	436.906718889865
ITGB4	Itgb4	ENSMUSG00000020758	214.645183897673	196.45357427709	289.522223813865	275.413883413948	192.523416367046	199.974917953892	180.056770464298	230.873218371024	225.850290412127	185.824096009887	198.217627212753	323.72992643294	77.3022620432102
MID2	Mid2	ENSMUSG00000000266	780.622427157549	833.246673109216	795.512551952205	738.849932959912	715.711867491686	785.822646826081	773.861489093072	767.447411241686	832.614703712369	715.916543759242	784.259100223553	825.629411814597	798.596793706966
ZBTB14	Zbtb14	ENSMUSG00000049672	823.624570698385	813.720553235853	853.802788506169	887.858508171591	757.393062267503	800.188233889186	777.836111046896	800.856923791688	850.264818734152	781.602647064893	892.739301425825	868.31785348592	798.914046760945
CASP8AP2	Casp8ap2	ENSMUSG00000028282	403.073878925912	339.222667847556	334.919159285449	342.357839763476	500.70058678758	430.42218936227	320.60806906391	428.601759299356	415.592362724151	377.629849202439	494.038842350348	384.659856410413	468.133365013995
KIAA0556	D430042O09Rik	ENSMUSG00000032743	967.192150872925	889.907655516413	953.819592557371	859.694486050534	988.384383361799	990.91614103372	993.357562297871	937.665022899523	880.958211009451	1112.26971238415	1019.73430676318	887.647585752486	1091.9511508486
TRAF7	Traf7	ENSMUSG00000052752	1568.85280455537	1337.36853804073	1562.19498983956	1360.35206177545	1753.98643221228	1731.98744118161	1631.58939555587	1505.90747331305	1377.44210372536	1680.33307317377	1393.57113317631	1683.9294299633	1807.57158270711
ZFAND6	Zfand6	ENSMUSG00000030629	1093.01076090488	1175.98667987463	1086.92913794721	1046.53932601339	1081.7715429352	1089.72207344653	1107.70262802166	1023.54184801287	1068.2369053055	1104.790534634	1184.38338459114	1045.47254739506	1101.05252268135
HSPA4	Hspa4	ENSMUSG00000020361	6838.2773430484	6688.89336584533	6567.92889270374	7306.23337301483	6093.21586181758	6283.10296529753	6645.12811720866	7442.24305503714	6949.56897794041	7064.46188818469	7383.66624521237	7084.91652432555	6549.96884999296
FAM120A	Fam120a	ENSMUSG00000038014	4660.11337438612	4805.81796182713	4459.32742210944	4497.84611882916	4705.07218729878	4514.77012444636	4784.99981678207	4322.91730207508	4529.93904299701	4702.12655629391	4843.69523272716	4684.85946783235	5069.98925941503
DOK4	Dok4	ENSMUSG00000040631	373.357540416476	349.189522744671	360.704787433208	372.007400573334	376.155970767708	358.348266159024	363.998908289632	349.870932902513	345.847341755109	391.995884746134	408.134630939883	427.751682399912	376.28515628658
PNKP	Pnkp	ENSMUSG00000002963	549.84089414255	528.266091101209	585.505865811112	554.325438034318	607.809390779869	563.859407421877	523.536797990197	524.259322151712	592.361537242923	558.200484092841	474.325754403154	487.123885683565	598.516754997828
LARP6	Larp6	ENSMUSG00000034839	972.623661438371	950.939561609051	996.874429329451	1048.91452886304	932.407971180903	895.601704397101	1088.13343770272	1082.08979549222	993.813558785657	995.108633595406	965.582082568832	931.365737020536	790.652496715541
NPAS1	Npas1	ENSMUSG00000001988	334.358876170562	324.50221633629	361.878089798617	302.656236734017	382.993041196005	369.309873359707	338.245518982267	296.265609702561	314.079493661401	373.575723182445	308.446667948015	324.258561907452	316.095481237969
RABEPK	Rabepk	ENSMUSG00000070953	533.527325748262	532.495820851502	535.181262381054	536.586421245938	527.547458635172	455.309918976121	457.851412299835	518.795534670099	619.01558757443	543.830030653738	495.98736265972	514.537789875541	665.189309155999
MAP2K1	Map2k1	ENSMUSG00000004936	8204.49528150533	8651.35797454841	7898.56985460826	8063.15863166362	8050.78300016052	8186.43286787849	8646.57495589943	8099.41434917863	8305.47992186331	8344.65792279631	8603.16238128495	7649.11755827197	7955.23395991004
ATXN7L2	Atxn7l2	ENSMUSG00000048997	911.443404869334	876.023290858998	961.058675042816	879.131627492412	1057.30689402312	976.050739297239	905.182478519228	934.132590180411	855.679058775905	939.953879258806	854.513228992925	850.250721208657	848.037674781498
MGAT5B	Mgat5b	ENSMUSG00000043857	3277.92350133694	3178.81109671225	3142.95574975666	3165.54026242689	3639.36219189069	3323.55251282239	3240.30692296986	3048.50930704526	3250.99523898721	3381.18845404784	3260.14375900863	3278.97502347022	3424.74149690538
PRMT9	Prmt9	ENSMUSG00000037134	513.837729491841	526.386166632899	518.462705360789	502.631112055106	499.661751685556	522.121194749835	545.822935696601	475.282660044863	558.557004812438	498.320743015218	509.351169451859	508.844361787876	500.610948609049
ZNF426	Zfp426	ENSMUSG00000059475	587.080773543862	639.302117293095	570.51657335029	559.469702568683	513.867992668985	623.147952485316	577.818235864056	597.595857336472	550.224751574214	644.618301736818	581.799091114345	546.453138502069	640.155568031999
GNAZ	Gnaz	ENSMUSG00000040009	2453.31931955068	2514.86287839703	2449.41027329428	2541.3262773564	2379.16630212576	2320.77697512464	2408.79264670994	2322.3393655437	2639.85513331966	2602.61979416769	2473.68355932525	2356.60425801667	2430.3943712272
SLC4A1AP	Slc4a1ap	ENSMUSG00000029141	793.31411174004	926.93361295924	694.054995033235	729.027657600995	662.474962310127	731.940873537701	776.97797073675	765.582786973394	887.467807489176	725.585019898594	1042.87484874128	911.106026425219	665.742779174766
AKAP8L	Akap8l	ENSMUSG00000002625	7137.2295235461	6496.791050154	6826.97073542801	6306.62769326307	8060.00321150417	7414.16842513799	6906.77651471564	7397.09136984563	6816.83852389129	7472.61557925304	6557.58199021884	7152.43884001817	8238.85034912336
KCNAB1	Kcnab1	ENSMUSG00000027827	2203.56643518605	2250.27701616029	2082.74418306497	2639.99924827369	1752.88667153618	2043.5161990346	2182.21678530697	2426.11007630635	2421.30512224758	1985.03283463742	2170.80372865933	2407.72384322278	2080.1815137824
CLMP	Clmp	ENSMUSG00000032024	758.954621849928	811.567930089671	731.891270057379	772.065782187706	748.975197011209	658.184220984995	805.069846588779	760.062592659566	750.42964847441	762.019445652262	740.075663023191	695.877210106132	871.236655363833
CD2BP2	Cd2bp2	ENSMUSG00000042502	2241.00653276645	2268.58479074395	2139.89622907998	2497.43269622226	2181.93624915376	2144.77753381868	2228.59824866424	2249.66867828286	2286.80588671645	2250.61149487071	2280.3523122796	2183.39418163459	2180.02009173036
KIAA0232	D5Ertd579e	ENSMUSG00000029190	4325.37225329386	4628.80096908258	4333.00048823692	4377.46754695652	4112.35041359352	4119.57204387182	4526.7473271585	4213.04289451294	4273.24287758153	4301.97562406375	4568.39594696621	4139.29969408508	4310.5712134169
XPO4	Xpo4	ENSMUSG00000021952	672.163715778833	781.485880115491	668.900664997422	684.220476854576	574.131812073191	749.488403632931	648.747260949275	719.649124961702	669.653695245689	623.015272660167	664.203316234558	626.503444215853	655.965237405137
MEIS3	Meis3	ENSMUSG00000041420	830.051056341508	769.111767911869	826.398317727188	770.722045007323	823.068179198517	808.374296935744	915.859332835947	797.356464389234	764.642472266326	824.839102924115	819.874074624793	861.43288010939	978.933742167652
NSG1	Nsg1	ENSMUSG00000029126	6888.87330399973	7336.52688938659	7167.64596889383	7534.04571967328	6088.89920984825	6040.89519558012	7015.82428796676	6874.70123658751	7415.03156269528	6780.28086545951	7290.23077583946	6793.6177253657	6328.78021070047
ZSWIM4	Zswim4	ENSMUSG00000035671	532.903736358155	563.218177239096	590.639544056363	530.577102875583	514.2299966382	499.0978476892	528.06352449757	485.072829568833	595.514812042742	507.104284453919	447.724162406875	471.898901307678	661.703653521797
KIAA1211	C530008M17Rik	ENSMUSG00000036377	1528.2135342663	1629.39684530357	1577.1239734403	1353.16394792031	1512.73289629719	1592.02649532639	1440.98769022747	1652.84936954666	1529.22070642712	1440.07587343613	1513.42515601783	1575.42760989172	1522.13184736095
ABHD6	Abhd6	ENSMUSG00000025277	1135.40200329049	1140.84187581756	1095.32265591594	1086.43477607471	1100.10717648249	1015.60057572177	1152.16037637709	1019.25190861479	1113.67112462666	1149.05122905675	1155.10949608532	1167.61040536779	1429.66243934498
NPTN	Nptn	ENSMUSG00000032336	14201.0377270452	15302.6632678953	13864.4373351686	14940.3777237004	13123.5072413284	13141.0848390982	13978.8631579891	14020.1491165349	14887.501452547	13971.0152406328	15078.1855478574	14427.9963946323	13676.6714071574
SLC23A2	Slc23a2	ENSMUSG00000027340	6086.50496950574	6017.70901282572	6386.44225916384	6228.48568774642	5985.2865539369	6163.16075625436	6049.94986380955	5868.19418560845	6183.86000488207	5740.62346647019	6098.70089524611	6127.78040482047	6187.86654330483
LPCAT1	Lpcat1	ENSMUSG00000021608	1153.01175418019	1155.29558615107	1086.93751153967	1141.06914235059	1243.050890133	1325.66585532795	1146.71167302795	1159.14006503512	1152.88426682663	1170.75719370418	1230.29679793538	1141.20984696308	883.122221167682
FAM189B	Fam189b	ENSMUSG00000032657	1560.0828588091	1520.16686317574	1574.9048031465	1591.39351101374	1797.61577555251	1566.39097939163	1591.55076976444	1488.09115155727	1693.05677837666	1440.32731979721	1438.8556602105	1512.41714210841	1506.22355161454
SHISA7	Shisa7	ENSMUSG00000053550	5912.38780202722	5780.86808028453	5533.18046561525	5356.46264393782	5661.66259851601	6201.58469410711	5720.09387284284	5694.78800083509	5598.75256519257	5821.64881915672	5294.95587402622	5917.13851899695	8367.51749081549
RARS	Rars	ENSMUSG00000018848	1004.61934444106	973.020221233874	1001.26727028299	1054.02823955154	912.818787722427	906.128371811042	913.813376217872	1130.2677924721	1120.93134739362	1039.31456339397	1086.25232989886	962.296935055374	955.292898259033
UGT8	Ugt8a	ENSMUSG00000032854	788.474355406545	809.770161233812	904.691517399429	828.446330348923	633.016838939866	823.109161196188	896.200984462347	924.805603053949	710.723403450662	710.578025710516	781.285684174905	926.408824130291	512.655730777646
UNC119	Unc119	ENSMUSG00000002058	466.628702379018	461.8202926112	484.889440341942	443.701675371393	487.901579933689	454.087311745079	473.462063060061	429.886280130967	461.91852869375	537.23758269797	490.563819983602	467.761744883643	406.314109094916
KLF5	Klf5	ENSMUSG00000005148	259.396321050406	302.247787254132	261.465188034838	266.032739927829	218.290464508106	245.731848673551	269.328010136148	220.087279090364	265.117293614757	256.896341768652	301.102133091917	281.498267483276	224.958499021301
RTL1	Rtl1	ENSMUSG00000085925	355.147653577721	306.97845796522	357.279452527376	313.382970304794	339.805788401227	381.828806548758	355.805206209569	294.865646893941	338.514601754818	413.065645295534	326.917211036362	408.01877656574	425.309279429313
DDX5	Ddx5	ENSMUSG00000020719	23493.6989977654	23234.1313447792	23376.2109515442	23921.5943861489	22330.0292087008	23377.4561407936	23969.2005555778	23463.7422163463	23169.7650905839	23024.3290389033	24293.702836326	24121.1105955542	23643.115607927
ARL8A	Arl8a	ENSMUSG00000026426	4750.13013399213	4953.70476085501	4717.29776212044	5027.1915468455	4720.28681457259	4815.10906844435	4745.70513769009	4726.93323346556	4806.4757748981	4709.470383759	4657.56115378551	4858.50287212187	4263.32309934749
CELF4	Celf4	ENSMUSG00000024268	15901.067381957	15938.7240743665	15837.4955561188	14895.1043678178	16325.7217588521	16378.8415639015	16197.3263495623	15831.1207221392	15536.2171722827	16611.4309510391	15373.6916214054	15589.5146578684	16297.6197881305
SYMPK	Sympk	ENSMUSG00000023118	4790.34704367632	4596.60683339404	4802.59396207429	4788.96302372522	4937.9400537957	4850.70115782148	4599.9533883945	4591.01307404941	4714.97375163546	5107.4207215428	4438.82767932173	4813.64350941546	5241.52736894579
S1PR3	S1pr3	ENSMUSG00000067586	243.257623277005	211.684090805174	233.603459990241	253.659930635618	274.051737549912	251.424605052357	235.735038044169	215.281372134618	235.574717230689	269.014439105333	243.006074167202	257.04084701615	239.015167592594
SIK2	Sik2	ENSMUSG00000037112	852.211360982905	812.436300988638	793.679471859924	774.064111333828	682.32275946193	901.337925650894	755.911160525938	889.381636201249	686.497030762808	832.16611577979	834.953604205738	864.722166359987	1399.06404866413
POLE4	Pole4	ENSMUSG00000030042	702.744129152255	753.792330747621	611.734982805143	656.233119541507	763.44460442857	692.530626382688	734.945932853263	736.750972468452	700.870140954999	650.117350264646	756.769616211319	704.351062447138	671.388810721719
C1orf115	C130074G19Rik	ENSMUSG00000039349	1900.4982859053	1763.37282894992	1804.10377274164	1896.90515345854	2129.13285472173	2149.80183930998	1879.77521621727	1862.17167867304	1989.42653761845	2125.1224705049	1913.68827358518	1866.1653178051	1426.31348727788
TFDP1	Tfdp1	ENSMUSG00000038482	1244.56214676959	1274.84787963071	1272.2584884586	1215.8939423241	1191.13299847202	1142.91851532272	1162.20078263154	1271.4190512087	1274.44131067711	1233.89183597021	1287.72979811358	1271.84562033587	1336.1655380899
HDAC11	Hdac11	ENSMUSG00000034245	4714.37643272596	4501.61535766155	4655.14165496206	4679.0838968916	4636.97861759784	4760.01393787719	4663.49202603892	4417.43772468246	4936.76908987379	5090.77232991621	4758.5998127396	4817.52100466317	4655.09173980718
HPRT1	Hprt	ENSMUSG00000025630	2661.62902591063	2730.57372073281	2560.00279969822	2757.39286456897	2486.7666570194	2497.93253119966	2605.03451871192	2777.24204146345	2944.16650075382	2747.94101600502	2879.89354491208	2658.52619737837	2294.07591848388
FABP7	Fabp7	ENSMUSG00000019874	241.04437591356	202.417469592232	218.145077275875	159.813452768008	322.895186872099	266.903507123056	239.586958596184	192.472589417132	276.628537106225	340.840930130509	269.61435907997	225.095160040481	178.119282960951
PGM3	Pgm3	ENSMUSG00000056131	308.502501755943	256.800892732355	303.144985191646	311.229347780011	325.499699567039	356.377749661256	356.043241212816	268.834767362778	274.627501694366	287.385049981192	362.108557241478	302.112342722566	297.865885923816
UBE2G1	Ube2g1	ENSMUSG00000020794	1431.0555675585	1453.23138104803	1424.18558093386	1458.14832351068	1324.14486464543	1407.72347912201	1433.68970483509	1573.55433699027	1374.46010155852	1317.64136430607	1464.20134584386	1507.78659594245	1433.89973196578
DGAT2	Dgat2	ENSMUSG00000030747	1660.57426062148	1695.88471250553	1610.14911494637	1748.01003290239	1477.70599555763	1533.49114092532	1637.21061929701	1682.85768165763	1854.25987355722	1571.52305200375	1698.79268431535	1795.48998700568	1621.51623278382
DPH5	Dph5	ENSMUSG00000033554	217.808071502627	222.400353136604	216.26723890144	220.662903619024	186.5155678367	208.592084869422	191.999977697918	217.52298772308	264.559904387148	237.673894115765	230.691594436566	219.248757902925	197.561593404933
EFEMP1	Efemp1	ENSMUSG00000020467	254.764767623686	256.949805591637	283.106600431687	259.975139612095	273.450914630951	246.384750833624	241.202459001578	233.850011689861	298.493115479385	290.998851451374	267.596793049615	234.150648469705	171.018121242721
ATP6V1B2	Atp6v1b2	ENSMUSG00000006273	18370.3444087364	19683.5344513648	17813.660480506	18763.3081070292	17366.4528283366	17502.7635156259	19230.6318934415	18655.2725417456	19671.1131691799	18350.1191258912	18782.4781494571	17392.7144780725	17232.0841641865
KATNB1	Katnb1	ENSMUSG00000031787	1429.52023072251	1318.47229692729	1487.17703039339	1461.48743106222	1476.82300100166	1421.59143939012	1439.32718874636	1262.05511862511	1482.37648882158	1536.81112984199	1472.0919812089	1478.85251358849	1317.177149063
FBXO38	Fbxo38	ENSMUSG00000042211	1347.89276250216	1486.57461429592	1302.43554208154	1402.93393767908	1249.7056516342	1364.30531952512	1298.03497733751	1382.44479448703	1256.44067854139	1323.07220742825	1274.83289896328	1341.20562867536	1492.7268993772
ACVR2B	Acvr2b	ENSMUSG00000061393	193.674849484377	164.923336587901	187.014592344335	183.320475329313	200.225163278988	174.008178397246	213.238175102795	224.922336828853	165.0967764809	202.082306094998	195.357510610822	176.922165950132	236.987176806242
NSUN6	Nsun6	ENSMUSG00000026707	221.148236485026	178.876653657112	267.614158436429	211.745665347211	229.839990652541	240.745601508185	210.414536970054	208.935956037423	277.386584487464	179.953798422993	231.194375408197	204.45095230709	212.620564585609
SDHAF4	Sdhaf4	ENSMUSG00000026154	304.730367999561	314.531279712123	271.712605139871	284.489826677026	318.816500849714	324.962966697526	335.554623331334	298.566288237711	273.219978941508	312.319368236875	338.066610320826	279.546318989014	304.978048861202
IER5	Ier5	ENSMUSG00000056708	1631.3725240469	1772.63925254978	1612.76985613829	1654.73601287785	1663.82662274119	1312.9024410714	1952.24615424235	1524.79481270439	1687.48522779608	1664.64483966932	1612.10147530964	1461.98654998678	1656.33704347571
MARVELD1	Marveld1	ENSMUSG00000044345	324.560431660258	354.966295753597	336.727859295864	333.232985804176	340.530167218411	353.60777021501	290.048030607337	366.973292122573	306.084535683322	308.012181768374	292.481721127565	287.698085531093	324.362254795774
FASTKD2	Fastkd2	ENSMUSG00000025962	434.975659254552	465.889812385524	431.656910693572	376.516240075066	475.443629137165	419.050255746196	379.261822119056	486.346795957831	394.213097190609	475.867411851056	492.543042467486	431.171918032173	391.746975398893
USP39	Usp39	ENSMUSG00000056305	720.45791157558	738.968880288894	711.222595353038	722.941614185369	677.714877675307	717.821583547172	675.326581757406	777.416518754607	750.418049641296	753.366896772621	760.535634359915	691.865724345346	667.895982225993
PPP2R5D	Ppp2r5d	ENSMUSG00000059409	2332.82913751098	2296.95763290484	2349.58259576077	2486.04459110755	2221.29857141078	2227.16333866072	2275.01571813042	2280.68609977212	2376.02051880248	2274.34108162827	2261.90253334467	2635.41548069885	2309.52148791029
COG2	Cog2	ENSMUSG00000031979	810.080204289888	980.38085281615	767.394785364107	752.367349983065	741.548817026057	755.216263475752	711.277650916603	1042.22675954093	860.074835823415	815.194004526119	764.06744813418	768.218648179484	762.995035692791
LRRC75B	Lrrc75b	ENSMUSG00000046807	472.615043224289	448.456204344901	484.31863687607	469.624179939036	491.847530440685	474.20031248399	498.648765682093	511.901146785263	464.172495983285	483.763247251211	466.377110952051	447.112136444671	430.958751508207
HINT3	Hint3	ENSMUSG00000019791	220.606074439276	216.118435476481	216.274948489025	203.972621476703	221.978067001182	216.27188016467	245.050504267864	235.705016874088	196.846948220681	204.319621378564	234.542337686165	207.80525954492	248.387252690975
CACNB4	Cacnb4	ENSMUSG00000017412	8557.43001177377	9230.02683700954	8352.73429264633	9203.01611243345	7442.2634406455	8012.6850379162	8040.25532446188	8805.52788014419	8561.55763156321	8769.73600274224	8977.98190706439	8390.23309993308	8903.14257472522
MID1IP1	Mid1ip1	ENSMUSG00000008035	1767.26811354303	1613.65783148137	1946.70589018952	1785.53260527755	2034.48967022863	1880.11205820404	1661.780380124	1745.00945966887	1827.36693793012	1795.41150262106	1735.0117643397	1877.14256565217	1304.99669679934
SLC25A19	Slc25a19	ENSMUSG00000020744	969.132803874289	981.676006548162	928.465941009228	856.704838448218	1034.78020374232	1106.66792199163	971.631949821539	966.016799005812	872.026597635495	1011.72242051715	895.975720917865	1039.41927465812	964.505972195931
ZNF32	Zfp637	ENSMUSG00000059689	553.996645254294	557.630546466928	566.452899823486	572.814831369715	539.473925215297	475.624108164362	530.784661382995	596.030602149041	568.243208423241	568.084569184328	617.319363212242	559.811321140108	495.689706519791
NSUN3	Nsun3	ENSMUSG00000050312	354.796599904051	342.582899687154	404.172368944354	358.84658515501	345.007431210302	349.895354109017	349.576868735786	352.075814117256	354.956201076114	322.188286364879	384.85056713938	364.08931426806	329.317508041305
ACTR5	Actr5	ENSMUSG00000037761	201.08346625743	194.182986745673	225.662761277003	199.681851082987	221.39957934971	227.873141555456	191.986371593053	215.480412351741	170.466423737398	178.181204310562	181.890024438394	212.503565038418	193.693273608763
RBM43	Rbm43	ENSMUSG00000036249	330.166971388682	305.274445900439	343.482316318946	344.994913395839	337.606317397142	325.929489855219	290.374190055149	353.803144549638	319.236998632622	365.506693442563	326.794091391931	339.241545798937	309.759509925759
MSI1	Msi1	ENSMUSG00000054256	660.269278286084	691.705153183492	696.020748248456	614.753871399767	667.743075316351	736.983617203367	701.594866341619	634.353046910695	664.756293132568	640.375545756306	614.313991055185	670.954880315039	589.676250570163
TTC26	Ttc26	ENSMUSG00000056832	326.677033428666	397.419669719593	283.983462132308	287.699124166364	302.180633726474	350.455127594349	327.041283045551	332.843392963105	308.686786371193	295.487605901263	317.491825817132	325.858835255104	390.976654451553
METTL21A	Mettl21a	ENSMUSG00000025956	232.055947162361	246.180670478685	238.323361259111	232.866802669919	225.214932149543	200.342377139499	240.371697045505	231.561919866414	236.661255791723	229.185212595101	207.451242732315	261.654822205787	234.857072014727
SMARCC1	Smarcc1	ENSMUSG00000032481	2090.69018025549	2132.9323213252	1995.2410450938	2187.85629303796	1834.70055091599	2327.03610734919	2175.28953672529	1928.92398059338	1934.65490430709	2196.59967606662	2068.16177392155	2204.8470822905	2102.03889143927
HADH	Hadh	ENSMUSG00000027984	488.967440905313	472.561181353586	505.63085920084	504.457202827926	485.799057210046	486.260577519948	534.458123488667	521.20084409545	485.603036210546	502.041714623078	492.360409510397	453.547880210665	423.688404612607
NDUFS2	Ndufs2	ENSMUSG00000013593	4392.35381546168	4321.21096115828	4406.96330148196	4671.33220057059	4474.39751688404	4103.17677586525	4366.80682645927	4507.95070923532	4559.35979025912	4455.01546066332	4585.28877974961	4279.27095474017	3977.47250847325
RWDD4	Rwdd4a	ENSMUSG00000031568	648.640558227437	669.517742103842	595.578595837439	632.343941226446	613.343711199615	597.848325072287	613.088729074758	668.125554147774	703.027027210455	698.919420608	720.665057406041	663.85096748897	607.377627353614
PCMT1	Pcmt1	ENSMUSG00000019795	4368.71333144665	4473.36896944534	4314.55609578511	4512.29685914633	4173.40318527204	4329.01252938418	4294.66466610013	4599.91382792718	4569.26586349992	4424.93352519979	4563.02367969413	4108.08911472118	4062.03166118444
PSMD13	Psmd13	ENSMUSG00000025487	1737.85647169202	1797.94106864863	1716.54607753832	1887.11052127503	1610.99340047209	1557.04777738649	1690.77900148219	1712.0273065301	1869.87181827154	1873.07960185871	1852.16539627839	1668.34384237134	1618.37184819139
SHROOM2	Shroom2	ENSMUSG00000045180	2773.47845001544	3157.83754700214	2922.75680343961	2749.05021138562	2755.78546587737	2737.05640245242	2970.29618764638	2613.4002922046	2994.50398652386	2412.85828419149	2749.54475835707	2577.27312382579	2641.37833727897
RRP1B	Rrp1b	ENSMUSG00000058392	342.927942036922	301.853878570861	286.297945722767	299.076497368192	364.660733674276	405.890186836009	355.934321824732	250.235491965765	324.441838809667	353.613107800213	298.582421474081	317.172544479594	557.376335916908
NME2	Nme2	ENSMUSG00000020857	493.929346841535	17.0047550891641	1064.18297754273	444.771560678146	966.150411468383	13.9490520853103	1022.96646724484	16.6342702520822	488.201597190458	410.780928424853	1019.17873633513	32.3705843616754	430.960821425649
USP54	Usp54	ENSMUSG00000034235	2014.19698119836	2252.15738590649	2284.24621366412	1886.45775344296	1716.90723860719	1931.15040380433	1971.53875381134	1846.13288685095	2029.49707683285	1600.48296837842	1929.95507020578	2048.09569955286	2673.74232332302
AMDHD2	Amdhd2	ENSMUSG00000036820	400.079066821632	380.109266511992	405.041327691222	388.666968936424	440.085979733527	387.928566625089	325.894265920308	392.776854619723	447.167840466119	434.659492634908	359.837302341056	418.315108918207	420.465827461012
URM1	Urm1	ENSMUSG00000069020	817.615023153734	725.041737159864	852.810710110039	776.573449055331	985.770448945377	801.057006283731	827.027174131781	721.650951101723	865.645300078647	910.365930496671	887.155272778344	762.664708366895	695.617589336404
TAX1BP1	Tax1bp1	ENSMUSG00000004535	3829.68533940805	3881.7032835219	3817.30491357078	3858.6296053665	3610.20272310572	3639.14272911681	3948.19798747921	4004.92307170659	3844.5923033519	3840.52988150924	4069.48455474249	3782.79092528248	3658.72209414301
ANKRD34A	Ankrd34a	ENSMUSG00000049097	1635.88194543202	1525.85362959544	1722.25479053779	1704.92533252145	1761.50394580853	1624.095443764	1631.9425357577	1562.73674741917	1762.992190418	1580.2323839992	1522.64903267444	1614.16374800491	1617.23356468367
NLGN3	Nlgn3	ENSMUSG00000031302	3550.70925217731	3610.30403110851	3341.31764341769	3616.24946927334	3253.50445280593	3624.70174507042	3446.45368646128	3320.50873762264	3708.86338875116	3849.33387268973	3471.00207984565	3551.62671086102	3814.64520822034
RNF32	Rnf32	ENSMUSG00000029130	313.94632806608	321.249856653278	288.661356658733	318.060331155967	295.630605705499	319.784732785663	296.117441947663	289.941587235645	271.353647512194	309.711621363255	314.130865768587	331.668823065553	411.045066940925
ZNF286A	Zfp286	ENSMUSG00000047342	406.063593661549	391.634946916829	385.050413202777	412.128370588135	433.346882395657	442.06874086703	428.946942303227	460.913058407086	348.309926736045	359.524225478702	416.513542349136	403.17317417863	391.15290051533
DVL1	Dvl1	ENSMUSG00000029071	3536.40808831108	3253.12393997835	3697.98312609008	3353.77824942061	3935.42894519602	3669.45411665638	3264.39337180235	3299.55191210364	3642.37848645327	3742.1396831238	3337.41087147567	3402.98424679707	3838.27011063577
MLLT3	Mllt3	ENSMUSG00000028496	827.452751988308	866.100546215395	820.147988984258	785.956106465772	708.168514468071	656.780478911113	950.618302120955	933.568369971758	769.180050189266	864.175608038233	873.517024994003	834.564991202873	866.655042298
SPRYD3	Spryd3	ENSMUSG00000036966	4367.54765869988	4476.70652833145	4314.58695879289	4534.15859507988	4248.96566109395	4354.72290221774	4281.70820218475	4235.45803536986	4444.45056981297	4577.40822165567	4430.38328586005	4307.14532805221	4204.87761594717
DNAJC16	Dnajc16	ENSMUSG00000040697	2524.97913627049	2548.200753504	2455.46116927842	2576.10312345182	2442.3546122542	2436.86432190946	2531.24483799961	2562.67065790867	2641.77442055509	2557.10274067442	2493.05369549263	2516.53373289339	2538.38556932414
DYNC1I2	Dync1i2	ENSMUSG00000027012	4045.54844868109	4190.65590384214	4076.36757527074	4039.55959728651	4025.54109501675	4062.99778843319	4116.57082408733	4017.03624525566	3939.18531727169	4053.9826873774	4049.22033849982	4001.86039497363	3973.60361685826
ABTB2	Abtb2	ENSMUSG00000032724	338.502988758415	346.179244018756	331.707515373152	337.056890217095	369.410273942057	348.827911747127	329.664441795374	313.776948126585	341.949163974462	335.383873789369	286.23285522569	395.96600787547	325.880739015841
KEAP1	Keap1	ENSMUSG00000003308	2266.10926226445	2337.11949789439	2274.75115914371	2291.5909370229	2232.98412499592	2158.18999217217	2149.9863838453	2158.44559489106	2493.02692715379	2331.64212919354	2255.56431969548	2287.89328323689	2222.11679792826
PNISR	Pnisr	ENSMUSG00000028248	8240.73414087963	7851.23466647638	8308.55696795998	7490.78290308128	8500.1537965122	9306.31941403057	8523.18524142807	7827.69087694908	7416.30523109106	7803.15038571141	7808.24720024881	8572.72167071133	9480.46133635535
SENP1	Senp1	ENSMUSG00000033075	489.65992937506	579.980725115088	446.290711954601	450.748418282163	454.561040719608	526.779553448194	492.851225308241	506.991161295982	453.718785085262	512.495241374996	482.943527930333	490.278491264961	478.280270721294
CTNNA2	Ctnna2	ENSMUSG00000063063	4256.51421049758	4406.65198732224	4136.41706464544	4349.3924610207	4085.26228194296	4241.39282207154	4058.97476968913	4354.32550581439	4612.15152487309	4284.55951525898	4305.3447064331	4183.32167327684	4060.3762136226
OMG	Omg	ENSMUSG00000049612	2975.05061126508	3006.98809277378	3057.93149871926	3270.04134009176	2670.02873588345	2774.80092382881	2977.48674638877	3320.54000336379	3294.556663359	2870.59664092008	2975.67744081542	3027.21445723843	2454.74479179835
CALB1	Calb1	ENSMUSG00000028222	3814.50217091696	3437.88652822889	3362.75748886981	3681.46057169136	3965.4045778756	3857.43446818598	3713.53365359055	3462.91893534596	3717.87183505381	4325.2143327824	4189.29264889296	4028.03916312354	4032.21184736269
