HGNC	Mouse symbol	EnsembleID	baseMean	log2FC.HT	FC.HT	p-value.HT	adjusted p-value.HT	log2FC.HM	FC.HM	p-value.HM	adjusted p-value.HM
LRRC75B	Lrrc75b	ENSMUSG00000046807	494.796385623966	0.0703589714771646	1.04997790669635	0.406685563470084	0.987363934304203	0.0382628935441227	1.02687665015944	0.685834002392574	0.94503677482655
UCKL1	Uckl1	ENSMUSG00000089917	463.263643303867	0.0988735925035312	1.07093698465307	0.406771957233447	0.987363934304203	-0.0162135142865197	-1.01130173922378	0.903033128546496	0.987802334865295
NR2F6	Nr2f6	ENSMUSG00000002393	595.451460811425	-0.0846436715096089	-1.06042579648048	0.406833931112575	0.987363934304203	0.152609562055486	1.11157828930679	0.1781467553876	0.723613619183384
DNAH3	Dnah3	ENSMUSG00000052273	13.5173251017935	0.456908341262428	1.3725972232714	0.406996917345375	0.987363934304203	0.276968251196702	1.21164599593595	0.659391474545787	0.938016689124592
OR10AD1	Olfr287	ENSMUSG00000090129	134.165794800852	-0.134018276958031	-1.09734583935074	0.407001788146791	0.987363934304203	0.0644226655121128	1.04566640360148	0.718703744391227	0.949659710626592
SYNRG	Synrg	ENSMUSG00000034940	1791.7613989683	0.0543333354076411	1.03837916085081	0.407119378680236	0.987363934304203	-0.0744027220898187	-1.05292503316561	0.309519967840535	0.815720203358157
STRADB	Stradb	ENSMUSG00000026027	975.751580701967	0.0388989549985698	1.02732948366999	0.407441490938526	0.987363934304203	-0.00968368777642967	-1.00673479832087	0.853419537768222	0.977954357528157
HYAL3	Hyal3	ENSMUSG00000036091	7.29764641072016	-0.380918509701262	-1.30217063468182	0.407501490450993	0.987363934304203	NA	NA	NA	NA
SPI1	Spi1	ENSMUSG00000002111	70.5817470744465	-0.166632710761709	-1.12243562985986	0.407552263235706	0.987363934304203	-0.048896873288901	-1.03447363264306	0.825529784100388	0.972776402917882
BHLHA9	Bhlha9	ENSMUSG00000044243	25.320599898326	0.272367364920564	1.20778810102989	0.407597912643276	0.987363934304203	0.228331386357358	1.17147923853439	0.533744840772587	0.910791700701166
TMEM263	Tmem263	ENSMUSG00000060935	709.998718849113	0.0524285493057972	1.0370090964844	0.407651910709956	0.987363934304203	0.137514070255744	1.10000804133823	0.0510023298925515	0.500016422954209
SLC36A2	Slc36a2	ENSMUSG00000020264	9.4215583626434	-0.3971201747882	-1.31687661175273	0.407652202565759	0.987363934304203	-0.0402333284208918	-1.02828011791554	0.939115041597453	0.990384505289007
HMGCS2	Hmgcs2	ENSMUSG00000027875	165.960434612433	-0.164389650450284	-1.12069185550709	0.407660444907045	0.987363934304203	0.367438883082841	1.29006064105304	0.093785120958078	0.608087705055644
FKBPL	Fkbpl	ENSMUSG00000033739	124.883549841138	0.134468697586511	1.09768849275543	0.407778328124534	0.987363934304203	0.223186814397377	1.1673092467583	0.215566858503333	0.751371970964389
RPL35A	Rpl35a	ENSMUSG00000060636	1818.0931752136	-0.0843512723249832	-1.06021089574955	0.407795965364899	0.987363934304203	0.0302404089848624	1.02118228012962	0.790045965732375	0.964036857570913
JDP2	Jdp2	ENSMUSG00000034271	917.175651117561	-0.0852432753180827	-1.06086661555685	0.407849044280776	0.987363934304203	0.00861750505726044	1.00599107446188	0.940126055352455	0.99067196605496
GBP4	Gbp3	ENSMUSG00000028268	110.48037214499	-0.131658444294427	-1.095552365501	0.407898516297919	0.987363934304203	-0.211881077467264	-1.15819733110593	0.233297659431747	0.760905763863672
SUFU	Sufu	ENSMUSG00000025231	402.285475090406	-0.0648605068423097	-1.04598379947318	0.408034337276207	0.987363934304203	-0.107954136431343	-1.07769888423246	0.216857946846399	0.752663378041368
ARHGAP19	Arhgap19	ENSMUSG00000025154	127.223650718179	-0.10174462282486	-1.07307032114421	0.408069810513935	0.987363934304203	0.171541891748485	1.12626154262708	0.203012990488357	0.74331724645178
BORCS7	Borcs7	ENSMUSG00000062376	500.745097331417	-0.067297454766593	-1.04775213029509	0.408072194295326	0.987363934304203	-0.124646974394899	-1.09024091948338	0.17002365112103	0.715032735096458
RIOK1	Riok1	ENSMUSG00000021428	363.483387155706	0.0660409597243464	1.04684000251013	0.408129645318551	0.987363934304203	0.123983220180726	1.08973943750617	0.16404924054304	0.709703924099723
CLEC4A	Clec4a2	ENSMUSG00000030148	16.64659464878	-0.298540852909129	-1.22989985881941	0.40819968982854	0.987363934304203	-0.284490540722267	-1.21798008209912	0.480004340413924	0.89950534519598
WIPI2	Wipi2	ENSMUSG00000029578	3133.19004086724	0.0339269814487297	1.02379508218313	0.40832929139397	0.987363934304203	0.0381247752539818	1.02677834549065	0.404128157945649	0.866204596868131
ANAPC7	Anapc7	ENSMUSG00000029466	742.38146027612	-0.0807318416628232	-1.05755437433783	0.408503248830079	0.987363934304203	-0.0608403964986496	-1.0430731932976	0.576353560488239	0.921383283878666
OSBPL9	Osbpl9	ENSMUSG00000028559	1006.65697418243	0.0499058592950375	1.03519737152626	0.408535510241545	0.987363934304203	0.0470977472826989	1.03318438691635	0.48360227627876	0.900767756441917
USP7	Usp7	ENSMUSG00000022710	4378.56785524229	0.0410087834924224	1.02883297166994	0.408643722962533	0.987363934304203	-0.107184220167997	-1.07712390718418	0.0529308375725963	0.50473726635885
CNN1	Cnn1	ENSMUSG00000001349	21.2044900634939	0.338345901259915	1.26430619277985	0.408713314014508	0.987363934304203	1.53781856166723	2.90355137615197	0.000467324307189546	0.058464730431029
TMX1	Tmx1	ENSMUSG00000021072	799.602225280153	0.0430884197376344	1.03031709764792	0.40881234290695	0.987363934304203	-0.124397113936459	-1.09005211692955	0.0340785006699815	0.425744487405043
DENND1A	Dennd1a	ENSMUSG00000035392	1666.47664726513	-0.0357999368126045	-1.02512507062234	0.408862743981212	0.987363934304203	-0.138608196149796	-1.1008425931612	0.00414382879405575	0.182671584387809
RNF144A	Rnf144a	ENSMUSG00000020642	998.529081190578	0.0590646492594974	1.04179011208979	0.408891925118	0.987363934304203	-0.0655601152451144	-1.04649115306811	0.412481693436512	0.869760853768866
EID2B	Eid2b	ENSMUSG00000070705	468.184939642724	0.0580994401147091	1.04109335427289	0.408916784689051	0.987363934304203	-0.0307339319776554	-1.0215316700782	0.696207571709011	0.947359256870185
BCL11B	Bcl11b	ENSMUSG00000048251	1348.84319784833	0.0940559437402591	1.06736672677943	0.408951366305166	0.987363934304203	0.00137379493316111	1.00095269561102	0.991376540727431	0.998367816074772
TMEM132B	Tmem132b	ENSMUSG00000070498	4241.64045569673	0.0612858914137231	1.0433953373014	0.408988027842141	0.987363934304203	-0.134351711792974	-1.09759948659027	0.105017930695349	0.63105574172622
SERTAD1	Sertad1	ENSMUSG00000008384	243.411133701754	-0.0992993031591059	-1.07125304351818	0.409108197236848	0.987363934304203	0.227132229468385	1.17050591867335	0.0866537599629657	0.590442710455523
CRK	Crk	ENSMUSG00000017776	3366.01874890682	0.0451766505871992	1.03180951133435	0.40920667884993	0.987363934304203	-0.00865432990890991	-1.00601675275412	0.887368105342222	0.985707851311118
KIF1C	Kif1c	ENSMUSG00000020821	3119.56816555523	-0.0648893817961081	-1.04600473462252	0.409285422832139	0.987363934304203	0.0105715607841976	1.00735456045693	0.904016972655372	0.987802334865295
HERC1	Herc1	ENSMUSG00000038664	8142.84870622031	0.0451027081742625	1.0317566293824	0.409366670699477	0.987363934304203	-0.15088973465944	-1.1102539735525	0.0134456631340592	0.312231468955207
SPTLC1	Sptlc1	ENSMUSG00000021468	637.551321684675	0.0542651655202945	1.03833009676169	0.40940529379834	0.987363934304203	-0.0213460249224012	-1.01490593872349	0.771624610086102	0.961274948968233
IL12RB1	Il12rb1	ENSMUSG00000000791	15.2721627767541	-0.352423015906166	-1.27670305897127	0.409445944393557	0.987363934304203	-1.067996093634	-2.09651927430907	0.030703942226322	0.414102550453511
C11orf87	AI593442	ENSMUSG00000078307	4441.28514686822	0.094397857831187	1.06761971924344	0.409488084832158	0.987363934304203	-0.154979550975585	-1.11340583649807	0.225096887939316	0.756567157495173
CACNA1A	Cacna1a	ENSMUSG00000034656	5292.51650339199	-0.0701417057813764	-1.04981979496973	0.4095152151087	0.987363934304203	-0.116843707900129	-1.08435993005092	0.218350891892328	0.752975047544059
TBC1D32	Tbc1d32	ENSMUSG00000038122	384.426388844308	0.0613437124816403	1.04343715587008	0.409554998934644	0.987363934304203	-0.0367168481376216	-1.0257768005568	0.659379966200844	0.938016689124592
ATF6B	Atf6b	ENSMUSG00000015461	1255.04301001669	-0.0531271872146341	-1.03751139897778	0.409637041242056	0.987363934304203	0.0765252642708195	1.05447527251192	0.285143664826207	0.798888777734607
SGK1	Sgk1	ENSMUSG00000019970	1920.1786699618	-0.215081819963842	-1.16076974357329	0.40970245821392	0.987363934304203	-0.649441802250361	-1.56856118134976	0.025736581805556	0.391707420774306
FOCAD	Focad	ENSMUSG00000038368	965.939716877434	-0.0663583137566618	-1.04707030443039	0.409789078653542	0.987363934304203	-0.336610899355549	-1.26278663728822	0.000185486367744137	0.0329320126605828
KATNAL1	Katnal1	ENSMUSG00000041298	2295.10040571113	-0.0635146094140376	-1.04500845097313	0.409833020305884	0.987363934304203	-0.183806568808164	-1.13587696041335	0.032603581810306	0.419235701500526
OLIG1	Olig1	ENSMUSG00000046160	1801.06923370959	-0.0610860038420156	-1.04325078331959	0.409870957999366	0.987363934304203	-0.129407738245321	-1.09384455901287	0.117722221994014	0.653620677853874
SH2B3	Sh2b3	ENSMUSG00000042594	711.535496337917	-0.0748518985197268	-1.05325290754436	0.409941477602432	0.987363934304203	0.130476078171942	1.09465486928133	0.196310301323994	0.739754611230045
APOBR	Apobr	ENSMUSG00000042759	32.2334233947506	-0.387274504716028	-1.30792018567448	0.409942117944545	0.987363934304203	-0.998891894075564	-1.99846442880206	0.0572668803105078	0.518387678369027
GFAP	Gfap	ENSMUSG00000020932	2233.99395948605	0.0819932079555148	1.05847941166248	0.409989173666547	0.987363934304203	0.255828725863964	1.19402142660396	0.0210835308196784	0.362348709047925
CRIM1	Crim1	ENSMUSG00000024074	1660.45287077494	0.098656929458452	1.07077616407822	0.409995245827955	0.987363934304203	-0.0503191342799597	-1.03549395704763	0.70659714373411	0.948096864429671
NGLY1	Ngly1	ENSMUSG00000021785	550.085661760438	0.0781575371120368	1.05566898660262	0.410016896236212	0.987363934304203	0.00220367601855928	1.00152863899841	0.983437659396733	0.997972182291299
MAEA	Maea	ENSMUSG00000079562	1456.06377494775	-0.0561063837686162	-1.03965609618307	0.410038604811766	0.987363934304203	-0.00780177970493448	-1.00542243005006	0.918261524125007	0.989300725419564
C11orf58	1110004F10Rik	ENSMUSG00000030663	1631.65142022415	-0.0529871467864327	-1.0374106940575	0.41011010240952	0.987363934304203	0.0220771773822024	1.01542041962113	0.758155216001902	0.956886036072696
ITIH3	Itih3	ENSMUSG00000006522	604.999686225614	-0.0844542968327857	-1.06028660932916	0.41039251350237	0.987363934304203	-0.0406640648298284	-1.02858717089553	0.722187645626439	0.950047099203827
ROBO1	Robo1	ENSMUSG00000022883	968.526507089086	-0.0876710463695066	-1.06265334765584	0.410463800875439	0.987363934304203	0.00670978816444975	1.00466170283406	0.954948400520727	0.99348275898442
MED23	Med23	ENSMUSG00000019984	897.819220764264	0.0519773376375078	1.03668481628112	0.410487152529038	0.987363934304203	-0.0726791297973223	-1.05166785145343	0.30371116251087	0.811321853597114
NDUFB3	Ndufb3	ENSMUSG00000026032	855.513735473981	-0.0520186109955993	-1.03671447471515	0.410507174254337	0.987363934304203	-0.00906416702194413	-1.00630258001384	0.89748447232287	0.987191388575411
PXN	Pxn	ENSMUSG00000029528	1048.31605482145	-0.0716526026430177	-1.05091981975354	0.410559525716613	0.987363934304203	-0.00778861064845712	-1.00541325250113	0.935971563985164	0.990315936948415
KLB	Klb	ENSMUSG00000029195	6.71727562192318	0.394537169780892	1.31452098178519	0.410635196258707	0.987363934304203	NA	NA	NA	NA
MYADML2	Myadml2	ENSMUSG00000025141	109.887593643703	-0.179272472959238	-1.13231273487516	0.410693884654695	0.987363934304203	-0.259654734503083	-1.19719215853741	0.285503002331776	0.798981759785531
NDRG2	Ndrg2	ENSMUSG00000004558	16448.5532824666	-0.0794956724537493	-1.0566485999418	0.410734577140924	0.987363934304203	0.102699066204749	1.07378046687474	0.340780101603481	0.833958020205788
NFKB1	Nfkb1	ENSMUSG00000028163	459.857414713196	0.069167430210616	1.04911107381436	0.410893925366986	0.987363934304203	0.0482502697442748	1.03401009431737	0.606500044265646	0.926397392821955
UBL7	Ubl7	ENSMUSG00000055720	1344.79884117833	-0.0544729693378228	-1.03847966717826	0.410940872433623	0.987363934304203	-0.0589622908963956	-1.04171620031719	0.424981258132741	0.874013441215667
GUSB	Gusb	ENSMUSG00000025534	333.838977306628	-0.0854733388106176	-1.06103580317669	0.410946940939437	0.987363934304203	-0.043163628119094	-1.03037080997027	0.709427474212157	0.94864273194136
CHADL	Chadl	ENSMUSG00000063765	232.20700660162	-0.0806388112256942	-1.0574861814274	0.410982878296953	0.987363934304203	0.0140395548548364	1.00977898266692	0.897395112673743	0.987191388575411
PPP1R3C	Ppp1r3c	ENSMUSG00000067279	1051.04140507548	-0.0850005209074767	-1.06068812434608	0.41102011068543	0.987363934304203	0.0849129724963764	1.06062375957059	0.460753282833113	0.890828941791793
RUFY3	Rufy3	ENSMUSG00000029291	5236.14380634125	0.0401923965924818	1.02825094419061	0.411083198886725	0.987363934304203	0.0113871646562465	1.00792421276749	0.834701720974824	0.97417686867089
FBXO45	Fbxo45	ENSMUSG00000035764	1736.64650476781	0.0435394692622206	1.03063927016393	0.411126125250997	0.987363934304203	0.0133898122846518	1.00932431369465	0.820810056346107	0.972129818270187
ZBTB48	Zbtb48	ENSMUSG00000028952	226.275951172745	-0.0807146247555908	-1.05754175371712	0.411262235166471	0.987363934304203	-0.0129967389216278	-1.0090493529796	0.905060209615683	0.987802334865295
KDM5C	Kdm5c	ENSMUSG00000025332	1360.5893427647	0.0565718835095546	1.03999160557022	0.411376102418749	0.987363934304203	0.0139114697104913	1.00968933659353	0.856428901175003	0.97858539620535
GUCY2F	Gucy2f	ENSMUSG00000042282	18.4949183875479	0.276923561344002	1.2116084637889	0.411388624384004	0.987363934304203	0.439312545549444	1.3559580498247	0.238371188240508	0.76450620684923
GRIK3	Grik3	ENSMUSG00000001985	2648.01074341585	0.0726253312045426	1.05162863512983	0.411421031618602	0.987363934304203	-0.0768331320666446	-1.05470031911551	0.436362885128259	0.87876322263391
COL5A3	Col5a3	ENSMUSG00000004098	149.061067177167	-0.118238574707358	-1.08540884826534	0.411435639110881	0.987363934304203	-0.172742710230047	-1.12719936984567	0.282094883703362	0.798134358057797
MSANTD2	Msantd2	ENSMUSG00000042138	325.835501563578	0.0953476783753507	1.06832283458938	0.411551475708269	0.987363934304203	0.129243329653347	1.09371991229821	0.316982599937722	0.818985769944814
ADCYAP1	Adcyap1	ENSMUSG00000024256	429.377879753746	-0.141726751402234	-1.10322476783226	0.411575813014114	0.987363934304203	-0.474294493632237	-1.38923868854804	0.0141369118932837	0.315107242063119
LARGE1	Large1	ENSMUSG00000004383	3429.84347185184	0.0519858717379313	1.03669094869181	0.411603220800791	0.987363934304203	-0.0167168228825503	-1.01165461051017	0.813009301273166	0.970188009576301
CDC7	Cdc7	ENSMUSG00000029283	434.163718215162	-0.119138289593038	-1.08608595814747	0.411645503949446	0.987363934304203	-0.00791291939952194	-1.00549988692269	0.960989523556855	0.993527787249114
GRPEL1	Grpel1	ENSMUSG00000029198	677.819795418628	-0.0532698077658579	-1.03761396934618	0.411726120404884	0.987363934304203	-0.0723549110945402	-1.05143153534614	0.317521009557885	0.818985769944814
VPS26A	Vps26a	ENSMUSG00000020078	1359.44428900634	0.0565384696626389	1.03996751890124	0.411869030179968	0.987363934304203	0.0485225915642815	1.03420529155602	0.527737102500692	0.909897969485267
BHLHE41	Bhlhe41	ENSMUSG00000030256	955.45456598273	-0.0763034017529313	-1.05431312420989	0.411928869598297	0.987363934304203	0.122420442640165	1.08855963289241	0.23706342613035	0.762169228396519
SGCD	Sgcd	ENSMUSG00000020354	34.8414374680586	0.216428884887172	1.16185407697806	0.411937414295209	0.987363934304203	0.0795423054661604	1.05668275511822	0.78807511271085	0.964036857570913
TMCC3	Tmcc3	ENSMUSG00000020023	821.177570175984	0.098101879987002	1.07036428255618	0.411939391775549	0.987363934304203	-0.028560369360253	-1.01999379046456	0.830518679896151	0.973788480651947
NRSN2	Nrsn2	ENSMUSG00000059361	890.087216382365	0.0472700407864716	1.03330778207811	0.4119593853438	0.987363934304203	0.165786676218649	1.12177759687174	0.00943181943939233	0.264639823990245
SNRPA1	Snrpa1	ENSMUSG00000030512	470.498769599534	-0.0553102062858954	-1.0390825013571	0.412046611673111	0.987363934304203	-0.00835395693604199	-1.00580731917389	0.911136574156287	0.988444887484419
RHOH	Rhoh	ENSMUSG00000029204	20.237500920353	-0.326393641632321	-1.25387509558117	0.412123496214608	0.987363934304203	1.0870088674867	2.12433143009725	0.0118338647452886	0.294876056309129
FOXS1	Foxs1	ENSMUSG00000074676	9.33317947927379	0.390891850583932	1.3112037181602	0.412184134011216	0.987363934304203	0.287897145581233	1.2208594705265	0.589276793410516	0.923535973824273
KIF27	Kif27	ENSMUSG00000060176	94.7298629647715	0.166769759380696	1.1225422605443	0.412186451566242	0.987363934304203	0.211487385164888	1.15788131756731	0.351250868632987	0.838637279837032
INSIG1	Insig1	ENSMUSG00000045294	1906.2724346375	-0.0905243914098036	-1.06475713050175	0.412381524594645	0.987363934304203	-0.211804224039085	-1.15813563472376	0.0857679662588024	0.58975832326545
RUBCN	Rubcn	ENSMUSG00000035629	2001.80036936404	-0.0355358972251954	-1.02493747114676	0.412632506263261	0.987363934304203	-0.0805656167732451	-1.05743253172571	0.0959356620858413	0.612139009118545
ANXA3	Anxa3	ENSMUSG00000029484	284.850773824504	0.0737169985019331	1.05242468905366	0.412648750554478	0.987363934304203	0.180070117363553	1.13293894666314	0.0699148355902061	0.552587614493179
HPX	Hpx	ENSMUSG00000030895	7.37417728555849	-0.406276659434111	-1.32526113231677	0.412980112830351	0.987363934304203	NA	NA	NA	NA
SCAPER	Scaper	ENSMUSG00000034007	830.336856038869	0.071467739120124	1.05078516600614	0.413090236906023	0.987363934304203	-0.0749412804615425	-1.05331816368219	0.442370973788668	0.88193273818232
VEGFA	Vegfa	ENSMUSG00000023951	1929.49012097807	-0.084142544835462	-1.06005751672989	0.413121762610501	0.987363934304203	-0.116140960228292	-1.08383185874744	0.311130835506397	0.816177319408446
RAB8A	Rab8a	ENSMUSG00000003037	751.773752804761	0.0901532478343234	1.06448324937619	0.413147975239694	0.987363934304203	0.19342754107309	1.14347715339183	0.114557176412527	0.64818195406166
MALSU1	Malsu1	ENSMUSG00000029815	240.566413444945	0.141172324237524	1.10280088042164	0.413185307740433	0.987363934304203	0.289387632454243	1.22212142489959	0.133070109852962	0.674628607709182
SLC12A6	Slc12a6	ENSMUSG00000027130	4323.20226336389	0.0291119870498075	1.02038386194912	0.41323860010972	0.987363934304203	-0.0613642985390012	-1.04345204495598	0.122519774337761	0.658464639924421
BAZ2B	Baz2b	ENSMUSG00000026987	958.694486530674	0.0882454754074713	1.06307654206796	0.413406594208752	0.987363934304203	-0.0014330214194011	-1.00099378823715	0.990508969425803	0.998367816074772
C4B	C4b	ENSMUSG00000073418	413.422716610753	0.128284863252165	1.09299353172968	0.413467872706287	0.987363934304203	NA	NA	NA	NA
LOX	Lox	ENSMUSG00000024529	17.0445007743509	-0.278300065386057	-1.21276503519625	0.413507575006079	0.987363934304203	0.151759031454981	1.11092315936476	0.681393696672756	0.943793698481607
BMP3	Bmp3	ENSMUSG00000029335	744.847215390178	0.0824693224566491	1.058828785958	0.413509155520565	0.987363934304203	0.0294983499063965	1.02065716379534	0.793292424656586	0.964036857570913
CASZ1	Casz1	ENSMUSG00000028977	46.4493118053071	-0.167046385870153	-1.12275752065706	0.413991140071005	0.987363934304203	-0.263186563052397	-1.20012656749074	0.252091163415807	0.775761950818497
RHBDD1	Rhbdd1	ENSMUSG00000026142	182.291308247269	-0.0761086624845232	-1.05417081949254	0.413994933234392	0.987363934304203	-0.0439258483104625	-1.03091533041129	0.671376743952679	0.941229368618045
RILPL2	Rilpl2	ENSMUSG00000029401	228.752383083265	0.0872984979479138	1.06237897316569	0.414034620058477	0.987363934304203	0.382621066624296	1.30370826270322	0.00114159404810158	0.0975439867813599
TFCP2L1	Tfcp2l1	ENSMUSG00000026380	404.27551648574	-0.102206453898868	-1.07341388408346	0.414092288242598	0.987363934304203	0.151380427130763	1.11063165969493	0.275770672091049	0.795275579068657
FIBP	Fibp	ENSMUSG00000024911	741.951954696176	-0.0657040474687314	-1.04659556273766	0.414184221378664	0.987363934304203	-0.0464252097770525	-1.0327028622029	0.604653267593077	0.926397392821955
ULK4	Ulk4	ENSMUSG00000040936	143.719075503632	0.132218069803146	1.09597741581261	0.414201258031828	0.987363934304203	-0.124061525475622	-1.08979858700168	0.494390585934349	0.903398737925325
ECHDC2	Echdc2	ENSMUSG00000028601	438.852608873724	-0.112142823128627	-1.08083239639314	0.414207748337166	0.987363934304203	0.430288379216852	1.34750290127957	0.00467711110660262	0.193032217845555
CCNG1	Ccng1	ENSMUSG00000020326	2213.03663231062	0.0619358846437233	1.04386553556756	0.414292642238029	0.987363934304203	-0.0181256367987002	-1.01264298931568	0.830565669984529	0.973788480651947
DVL1	Dvl1	ENSMUSG00000029071	2994.59679364327	-0.0584471945201902	-1.04134433485316	0.414364778358802	0.987363934304203	-0.0151488551169529	-1.01055570873473	0.849485566178533	0.976828350018585
TES	Tes	ENSMUSG00000029552	35.1577272967809	0.170059681334636	1.12510502701331	0.414391208225427	0.987363934304203	0.667355239371729	1.58815887111321	0.00286565345547672	0.158065374050481
PIR	Pir	ENSMUSG00000031379	136.006157549034	0.0864124523846239	1.06172670283216	0.414450338691361	0.987363934304203	0.00239965127067665	1.00166469558246	0.983841401306123	0.998061904108686
LRFN5	Lrfn5	ENSMUSG00000035653	1855.44724939336	0.0747819358913321	1.05320183191647	0.41454251749445	0.987363934304203	-0.172370711842615	-1.12690875936987	0.0922976604699713	0.602176298614182
HBA2	Hba-a2	ENSMUSG00000069917	2465.01910505925	-0.347674395061612	-1.27250770787053	0.414553067122046	0.987363934304203	-0.259278628325223	-1.19688009488773	0.585504762120507	0.923167406080288
DYRK3	Dyrk3	ENSMUSG00000016526	249.693217919634	-0.112069269490021	-1.08077729318235	0.414555963593378	0.987363934304203	-0.0863168847040946	-1.0616563737641	0.573176226911635	0.921383283878666
ZNF516	Zfp516	ENSMUSG00000058881	281.991285533363	-0.114751441984942	-1.08278847876507	0.414615369561688	0.987363934304203	0.0593693687342461	1.04201017749147	0.704082795243257	0.947987832177743
DOK2	Dok2	ENSMUSG00000022102	15.9846050498802	-0.354595304075537	-1.27862685843767	0.414694986254812	0.987363934304203	0.844556869329457	1.79571309919898	0.0731158816009449	0.559087846488108
SH3BP5	Sh3bp5	ENSMUSG00000021892	1099.75820618378	0.0554268034030641	1.03916648232094	0.414704338190396	0.987363934304203	0.0523453762275806	1.03694931340478	0.489591110335265	0.902099716354794
ASPM	Aspm	ENSMUSG00000033952	19.2652021718999	-0.359900463964764	-1.28333735305765	0.414899181953876	0.987363934304203	-0.713971344051974	-1.64031324087312	0.154723305106141	0.703015039230225
ANKMY2	Ankmy2	ENSMUSG00000036188	973.69101957584	0.0504050746911172	1.03555564259067	0.414926958826705	0.987363934304203	0.029258789878264	1.02048769737819	0.671458176903431	0.941229368618045
PUM1	Pum1	ENSMUSG00000028580	2288.44942513278	0.0499972335348401	1.03526293865288	0.414944130184665	0.987363934304203	-0.0345079602548441	-1.02420745140084	0.614359093056997	0.927397684593446
MTMR12	Mtmr12	ENSMUSG00000039458	1521.50587756271	-0.0547980433188084	-1.03871368805282	0.415076083857517	0.987363934304203	0.0314945979216955	1.02207041819601	0.674068605213912	0.942065538039721
TMEM51	Tmem51	ENSMUSG00000040616	97.7493543839785	0.106834863119533	1.07686310690391	0.415079650408065	0.987363934304203	0.214502077727728	1.16030338579498	0.138584437192384	0.680344558208572
C2CD4B	C2cd4b	ENSMUSG00000091956	18.6838738929474	-0.262889066651822	-1.19987911635604	0.415140259014635	0.987363934304203	0.396469014971414	1.31628237414703	0.250076577614768	0.774571444271542
DGCR8	Dgcr8	ENSMUSG00000022718	977.052080466945	-0.0532393118135205	-1.03759203630363	0.415162158959997	0.987363934304203	-0.0883546268117227	-1.06315697534301	0.226060626051395	0.756797911136711
C15orf40	3110040N11Rik	ENSMUSG00000025102	97.0373141437924	0.125205693355881	1.09066322372895	0.415262048328636	0.987363934304203	0.219435216351834	1.16427770790736	0.198583063645657	0.739754611230045
PRUNE2	Prune2	ENSMUSG00000039126	1987.61739940435	0.0884457861526821	1.0632241549953	0.415287963073033	0.987363934304203	-0.0938955667001257	-1.06724807966607	0.438438440082859	0.87940446663443
PTGDR	Ptgdr	ENSMUSG00000071489	33.5680053633229	-0.206563535143213	-1.1539362593069	0.41549564575404	0.987363934304203	0.498391265138214	1.41263746583223	0.0666413677702739	0.544421842248492
ATXN1L	Atxn1l	ENSMUSG00000069895	1187.04146698569	0.0887918173383144	1.06347920046894	0.415549240755997	0.987363934304203	-0.00172046781229998	-1.00119324876882	0.988716960766583	0.998367816074772
MED8	Med8	ENSMUSG00000006392	431.282367125041	-0.0720384715269916	-1.05120094049074	0.415590157825561	0.987363934304203	-0.0594313490194004	-1.04205494473156	0.546801420303094	0.915787555787309
NABP2	Nabp2	ENSMUSG00000025374	923.455892897775	0.0480523616340386	1.03386825911143	0.415595870025591	0.987363934304203	0.0956832590713646	1.06857136266304	0.144961138695516	0.688893438063279
CCDC65	Ccdc65	ENSMUSG00000003354	168.249820589441	-0.0971601938837715	-1.06966585478311	0.415678254550789	0.987363934304203	-0.119955715193777	-1.08670150474578	0.366986119821545	0.84516014501186
PCED1B	Pced1b	ENSMUSG00000044250	113.691169186667	0.123922559135163	1.08969361815969	0.415701253090941	0.987363934304203	-0.0390151253085558	-1.02741221077887	0.819393587552276	0.972129818270187
IFIT1B	Ifit1bl2	ENSMUSG00000067297	21.5944451504531	0.254140221624531	1.19262478293755	0.415768602243774	0.987363934304203	0.214496012701096	1.16029850794073	0.538385894549207	0.912984396596438
POLR3E	Polr3e	ENSMUSG00000030880	951.462266464486	-0.0522911002915807	-1.03691030284863	0.415808403892438	0.987363934304203	-0.126983201687264	-1.09200783065665	0.0773277678345445	0.568673063715698
ABCB1	Abcb1a	ENSMUSG00000040584	1273.93069375608	-0.0638506442531639	-1.04525188436426	0.415872801181024	0.987363934304203	-0.0829532212129812	-1.05918399052645	0.343332184654311	0.83485127718278
NFKBIL1	Nfkbil1	ENSMUSG00000042419	183.738259175201	0.0816770359735389	1.05824746738077	0.415873770394885	0.987363934304203	0.100919167577053	1.07245652671872	0.364979695448736	0.843913062328932
DOCK5	Dock5	ENSMUSG00000044447	281.505560812804	0.169626535709346	1.12476728330666	0.415885730896344	0.987363934304203	0.00384914395440754	1.0026715856211	0.986829337841737	0.998367816074772
NDUFV1	Ndufv1	ENSMUSG00000037916	2529.27091406345	-0.0454763709873326	-1.03202389238988	0.416044895667361	0.987363934304203	-0.0838763608474465	-1.05986194919825	0.178754185939928	0.724337699988154
APH1A	Aph1a	ENSMUSG00000015750	1239.02357837791	-0.068904285350311	-1.04891973537934	0.416346304047095	0.987363934304203	-0.0462876592466231	-1.03260440615294	0.62434451848322	0.930056388347382
CORO1C	Coro1c	ENSMUSG00000004530	1938.16297303992	0.0509067380983349	1.03591579542256	0.41647208207708	0.987363934304203	0.0498453457286721	1.035153951282	0.4751631012426	0.896542041246166
